date,product_code,customer_code,sold_quantity
2024-01-01,HIK3D8B94,90002032,219.0
2024-01-01,TTEN2C5F16,90002025,27.0
2024-01-01,WLFT296A48,90002015,168.0
2024-01-01,RACK435CCD,90002041,90.0
2024-01-01,CRICA7893F,90002042,1669.0
2024-01-01,VOLLC5F036,90002049,277.0
2024-01-01,HANDAE4BB7,90002052,511.0
2024-01-01,HIKAED3D8,90002022,465.0
2024-01-01,SKAT6927C8,90002023,347.0
2024-01-01,BASK984F74,90002005,180.0
2024-01-01,YOGAE72E7C,90002050,160.0
2024-01-01,FOOTABBA46,90002004,42.0
2024-01-01,SKAT4B3F04,90002051,298.0
2024-01-01,HIKD0476A,90002022,344.0
2024-01-01,YOGAA7E602,90002031,251.0
2024-01-01,BOX3DC0E4,90002047,298.0
2024-01-01,YOGA6FA844,90002027,88.0
2024-01-01,BADMEDCC41,90002041,201.0
2024-01-01,YOGA7C3FFA,90002020,146.0
2024-01-01,SWIM9CB0C3,90002024,477.0
2024-01-01,HIKBE06F0,90002026,272.0
2024-01-01,CRICBBFD56,90002048,147.0
2024-01-01,RACK105320,90002019,227.0
2024-01-01,SKAT47003B,90002047,103.0
2024-01-01,FOOTDD733E,90002005,195.0
2024-01-01,FOOT67945A,90002015,443.0
2024-01-01,ARCHDD8749,90002018,79.0
2024-01-01,CAMPD5615D,90002039,248.0
2024-01-01,HORSE77A541,90002047,133.0
2024-01-01,SQUA99D795,90002018,79.0
2024-01-01,FOOT5F7FD6,90002052,1407.0
2024-01-01,CRIC7723F0,90002020,811.0
2024-01-01,TENN6AD4AC,90002026,153.0
2024-01-01,RACK772913,90002038,202.0
2024-01-01,BADMDC6AB1,90002047,42.0
2024-01-01,FOOTE19E1A,90002005,62.0
2024-01-01,RACK0D9FC2,70002017,95.0
2024-01-01,BASK7F5383,90002030,254.0
2024-01-01,BADM095A46,90002011,236.0
2024-01-01,HIKF7229D,90002028,353.0
2024-01-01,CRICD8D2CD,90002021,483.0
2024-01-01,CRIC2841E6,90002049,337.0
2024-01-01,BASK2A3E51,90002054,99.0
2024-01-01,CRICF6D4C2,90002017,351.0
2024-01-01,CRICDB62E7,90002030,465.0
2024-01-01,SKAT751A86,90002028,178.0
2024-01-01,CRIC6888B0,90002027,49.0
2024-01-01,FOOT4A3199,90002047,762.0
2024-01-01,SWIM2785E8,90002043,284.0
2024-01-01,FISH9DCA51,90002027,21.0
2024-01-01,TENN1ADD96,90002028,1692.0
2024-01-01,CRIC2101AF,90002014,170.0
2024-01-01,WLFT52B261,90002038,2358.0
2024-01-01,CRIC55A6B5,90002017,368.0
2024-01-01,TENN151AB9,90002016,218.0
2024-01-01,SWIM2785E8,70002017,309.0
2024-01-01,RUN4820EF,90002012,138.0
2024-01-01,CRIC6888B0,90002049,277.0
2024-01-01,TTENE352A9,90002045,1604.0
2024-01-01,VOLL5F558A,90002048,116.0
2024-01-01,FISH731A02,70002018,424.0
2024-01-01,HAND9E9B11,90002052,137.0
2024-01-01,VOLL4B8018,90002026,225.0
2024-01-01,CRICCE879E,90002047,1555.0
2024-01-01,SWIM2785E8,90002048,
2024-01-01,CYCL8D32DD,90002028,513.0
2024-01-01,SWIM9CB0C3,90002036,279.0
2024-01-01,TENN5E8E48,90002049,2970.0
2024-01-01,TABL130E1B,90002002,111.0
2024-01-01,SWIME2E04A,70002017,63.0
2024-01-01,CRIC3D4948,90002006,1197.0
2024-01-01,BADM376040,90002027,186.0
2024-01-01,FISHE20FE7,90002053,379.0
2024-01-01,SQUA732DF1,90002037,1230.0
2024-01-01,FISHF83738,90002001,384.0
2024-01-01,TENNF49374,90002030,1955.0
2024-01-01,CAMPF24336,90002008,296.0
2024-01-01,WLFTF2E540,90002008,138.0
2024-01-01,RUN1AB696,90002017,31.0
2024-01-01,HIKBE06F0,90002044,344.0
2024-01-01,HANDE35AC7,90002032,35.0
2024-01-01,SURF64E785,90002031,351.0
2024-01-01,BOX381514,90002021,976.0
2024-01-01,SKATCB097A,90002053,258.0
2024-01-01,FISHE20FE7,90002026,311.0
2024-01-01,TENNDCCD5A,90002030,598.0
2024-01-01,CRICDB62E7,90002048,479.0
2024-01-01,ARCHDDE20D,90002005,746.0
2024-01-01,TENN0D9698,90002027,
2024-01-01,SWIM0619EB,90002006,34.0
2024-01-01,CAMPECAADE,70002017,756.0
2024-01-01,TTEN658069,90002055,211.0
2024-01-01,TTEND5F06B,90002053,119.0
2024-01-01,CRIC19DC2D,90002001,355.0
2024-01-01,FOOT0CD3DE,90002022,310.0
2024-01-01,FOOTE1C418,90002021,133.0
2024-01-01,WLFTB7DF2B,90002006,82.0
2024-01-01,FISHA6E17F,90002052,400.0
2024-01-01,SURF7A248A,90002055,122.0
2024-01-01,RUN907813,90002045,291.0
2024-01-01,FOOTF21535,90002035,367.0
2024-01-01,TENN151AB9,90002001,627.0
2024-01-01,FOOT9B3291,90002049,1768.0
2024-01-01,HIKD0476A,90002031,325.0
2024-01-01,CRICAEA857,90002026,179.0
2024-01-01,CRICCCD675,90002045,1168.0
2024-01-01,SWIMFF2718,90002006,674.0
2024-01-01,SWIMFF2718,90002032,305.0
2024-01-01,TTENB506A5,90002033,324.0
2024-01-01,TENN506041,90002030,269.0
2024-01-01,FOOTB533BF,90002022,303.0
2024-01-01,RUNEBBF53,90002012,239.0
2024-01-01,ROCK568C75,90002030,109.0
2024-01-01,FOOT1E3E32,90002054,264.0
2024-01-01,ROCK596FBD,90002044,1276.0
2024-01-01,FISH0BD49B,90002041,125.0
2024-01-01,FOOT2BAAAD,90002014,205.0
2024-01-01,CRIC2841E6,90002002,117.0
2024-01-01,CRIC2AE4DF,90002050,744.0
2024-01-01,CYCL8D92F6,90002035,554.0
2024-01-01,TENN11B50C,90002052,83.0
2024-01-01,FOOT41CE85,90002019,42.0
2024-01-01,BASK2A3E51,90002012,572.0
2024-01-01,BADMDA5EC8,90002029,78.0
2024-01-01,CAMP24F868,90002053,553.0
2024-01-01,FOOT9DB3E4,90002046,147.0
2024-01-01,YOGA6B0795,90002016,490.0
2024-01-01,CRIC1FC74E,90002005,391.0
2024-01-01,YOGAD6E90F,90002008,162.0
2024-01-01,BADM353DF9,90002005,119.0
2024-01-01,YOGAF2FD0E,90002031,440.0
2024-01-01,SURF2EBCCA,90002021,140.0
2024-01-01,CRIC76C189,90002019,712.0
2024-01-01,HORSE63358C,90002017,124.0
2024-01-01,CRIC16E55F,90002046,359.0
2024-01-01,WLFT6CA36D,90002017,184.0
2024-01-01,FOOT6681B1,90002034,263.0
2024-01-01,SQUA88884D,90002027,139.0
2024-01-01,CRIC2101AF,90002016,223.0
2024-01-01,TTEN658069,70002018,26.0
2024-01-01,YOGA88204A,70002017,126.0
2024-01-01,FISHF83738,90002045,154.0
2024-01-01,WLFT7AD84A,90002003,246.0
2024-01-01,FISH9DCA51,90002018,840.0
2024-01-01,RUN785BD8,90002009,140.0
2024-01-01,YOGA80ED66,90002040,937.0
2024-01-01,SURF7588B4,70002018,120.0
2024-01-01,BOXIEA305F,90002001,96.0
2024-01-01,TTEN204A0C,90002021,48.0
2024-01-01,RUN2FE4D5,90002053,453.0
2024-01-01,SKATDA2B42,90002010,283.0
2024-01-01,RUN5C06BF,90002018,429.0
2024-01-01,BADM376040,90002003,295.0
2024-01-01,RACK435CCD,90002035,260.0
2024-01-01,RUN785BD8,90002036,339.0
2024-01-01,TABLEBC3B0,90002028,1822.0
2024-01-01,SWIMCA28CC,90002007,171.0
2024-01-01,BASK9E4294,90002032,1668.0
2024-01-01,CRIC2841E6,90002051,565.0
2024-01-01,FOOTD3B001,90002042,
2024-01-01,CYCL8D92F6,90002033,432.0
2024-01-01,HIKCAC6DD,90002050,14.0
2024-01-01,FISH0BD49B,90002056,207.0
2024-01-01,SKAT47003B,90002020,143.0
2024-01-01,RUN2FE4D5,90002042,1757.0
2024-01-01,BADMDA1B05,90002022,193.0
2024-01-01,FISHC4F1E3,90002015,255.0
2024-01-01,HIK122A22,90002008,251.0
2024-01-01,ARCHAFF0E4,90002028,81.0
2024-01-01,RACK105320,90002054,158.0
2024-01-01,TABLE6C184,90002044,547.0
2024-01-01,HORSEAE5456,90002021,38.0
2024-01-01,RACK44E7C5,90002030,347.0
2024-01-01,FISHA6E17F,90002015,116.0
2024-01-01,RUN907813,90002048,846.0
2024-01-01,SQUAC908FD,90002049,374.0
2024-01-01,CAMPECAADE,90002015,66.0
2024-01-01,CRIC55A6B5,90002012,180.0
2024-01-01,ARCH6B94F7,90002007,395.0
2024-01-01,CAMP24F868,90002038,199.0
2024-01-01,CRIC385D92,70002018,299.0
2024-01-01,HIK36B5E7,90002043,258.0
2024-01-01,FOOT5C9094,90002023,572.0
2024-01-01,FISH165C08,90002037,390.0
2024-01-01,HIK8D130E,90002007,251.0
2024-01-01,WLFT296A48,90002052,266.0
2024-01-01,CRIC294CD6,90002020,99.0
2024-01-01,RUNN80372B,90002041,983.0
2024-01-01,CRICC0D928,90002044,3777.0
2024-01-01,CRIC341BC8,90002002,195.0
2024-01-01,TABLA0307F,90002024,274.0
2024-01-01,CRICDB62E7,90002056,654.0
2024-01-01,TENN6DBFC3,90002027,651.0
2024-01-01,RUNEBBF53,90002043,308.0
2024-01-01,CRIC462BA5,90002032,109.0
2024-01-01,CRIC341BC8,90002021,
2024-01-01,CRIC341BC8,90002035,484.0
2024-01-01,RACK772913,90002009,320.0
2024-01-01,ROCKD798F6,90002004,137.0
2024-01-01,WLFT7AD84A,90002016,276.0
2024-01-01,FOOTBCD3A9,90002019,51.0
2024-01-01,VOLLDDFCD0,90002040,511.0
2024-01-01,CRIC94FE34,90002034,637.0
2024-01-01,FOOTC865F3,90002039,322.0
2024-01-01,TENN0CFFE7,90002036,110.0
2024-01-01,FOOT93E2C6,90002032,394.0
2024-01-01,FOOT614FC7,90002015,533.0
2024-01-01,BADM095A46,90002035,134.0
2024-01-01,SURFF237F1,90002023,608.0
2024-01-01,BOXIEA305F,90002036,421.0
2024-01-01,HIKAD4D17,90002056,205.0
2024-01-01,BOX381514,90002010,158.0
2024-01-01,RUN6DCFAC,90002021,223.0
2024-01-01,ARCHAFF0E4,90002051,109.0
2024-01-01,RUN10A073,90002040,331.0
2024-01-01,BADM2459FB,90002020,434.0
2024-01-01,GAMES600C68,90002019,751.0
2024-01-01,SURF7588B4,90002025,343.0
2024-01-01,CAMP4005E6,90002055,373.0
2024-01-01,FOOTEC0AEA,90002029,206.0
2024-01-01,CRIC97BE68,90002004,119.0
2024-01-01,SWIM38D257,90002025,178.0
2024-01-01,ROCKF69138,90002038,949.0
2024-01-01,SQUAA3B44A,90002032,464.0
2024-01-01,TTEN99E28C,90002010,378.0
2024-01-01,RUNC06D4D,90002043,51.0
2024-01-01,SKATF00CAD,90002055,348.0
2024-01-01,FOOT180F0D,90002051,79.0
2024-01-01,HNDLCD10B6,90002005,84.0
2024-01-01,RUN51B03C,90002008,93.0
2024-01-01,CRIC2716B4,90002043,130.0
2024-01-01,HORSE63358C,90002015,555.0
2024-01-01,ROCKCC3BF4,90002024,322.0
2024-01-01,ROCKF69138,90002019,112.0
2024-01-01,FOOT2271DD,90002026,155.0
2024-01-01,CRIC462BA5,90002056,411.0
2024-01-01,SWIMB4058D,90002044,492.0
2024-01-01,CRICE4E9A2,70002018,296.0
2024-01-01,BADM376040,90002052,93.0
2024-01-01,BASKE57A19,90002041,181.0
2024-01-01,CRIC294CD6,70002017,2238.0
2024-01-01,TENN1ADD96,90002049,88.0
2024-01-01,FISH731A02,90002051,368.0
2024-01-01,CAMPE624C8,90002034,1771.0
2024-01-01,CRICA1EEE0,90002049,205.0
2024-01-01,RUN1D0017,90002024,1368.0
2024-01-01,ROCKF69138,90002027,141.0
2024-01-01,FOOTABBA46,90002019,44.0
2024-01-01,SWIM2785E8,90002009,155.0
2024-01-01,FISH435E84,90002038,132.0
2024-01-01,CRIC7270D1,90002009,58.0
2024-01-01,SWIMCA28CC,90002034,180.0
2024-01-01,SQUA84B377,90002047,640.0
2024-01-01,TENN5E8E48,90002037,153.0
2024-01-01,VOLLF0E251,90002038,
2024-01-01,GAMES0B9C36,90002033,901.0
2024-01-01,BADMC045D4,90002052,133.0
2024-01-01,CAMPEE1159,90002032,458.0
2024-01-01,SURF515A92,90002053,56.0
2024-01-01,SWIM3BD53D,90002045,110.0
2024-01-01,FISH731A02,90002022,216.0
2024-01-01,CRICA5001D,90002052,779.0
2024-01-01,CAMPCB6B05,90002020,115.0
2024-01-01,WLFTAE945F,90002003,114.0
2024-01-01,TENN6AD4AC,90002054,335.0
2024-01-01,RUN51B03C,90002031,387.0
2024-01-01,RUNNF6D6CE,90002056,103.0
2024-01-01,CRIC7A3D0A,90002034,164.0
2024-01-01,CRICC0D928,90002045,698.0
2024-01-01,FOOT614FC7,90002018,90.0
2024-01-01,TTENE14F77,90002017,357.0
2024-01-01,CYCL9F921D,90002033,164.0
2024-01-01,BOXB9DCC6,90002050,927.0
2024-01-01,FOOT595ABB,90002041,442.0
2024-01-01,BADMDA5EC8,90002015,
2024-01-01,SKAT407D01,90002043,161.0
2024-01-01,ARCH8440F0,90002041,551.0
2024-01-01,SWIM9CDC96,90002032,538.0
2024-01-01,ARCHDD8749,90002007,419.0
2024-01-01,BADM4BAB38,90002024,203.0
2024-01-01,CAMP10C410,70002018,304.0
2024-01-01,HIK070F0B,90002051,49.0
2024-01-01,YOGAE72E7C,90002007,1278.0
2024-01-01,FOOT67945A,90002007,152.0
2024-01-01,CAMP69AF0F,90002038,194.0
2024-01-01,YOGA6FA844,90002015,80.0
2024-01-01,SURF60F2D1,70002017,481.0
2024-01-01,HNDL03C073,90002023,422.0
2024-01-01,SURF99F7A4,90002041,201.0
2024-01-01,RACK0D9FC2,90002038,32.0
2024-01-01,TENNF49374,90002040,138.0
2024-01-01,FOOT528FB5,90002023,397.0
2024-01-01,VOLLF5D4E6,90002037,329.0
2024-01-01,VOLLA6AAB1,90002033,251.0
2024-01-01,YOGAE72E7C,90002001,179.0
2024-01-01,BADM672AFB,90002048,63.0
2024-01-01,HORSEB0E845,90002035,625.0
2024-01-01,RUN10A073,90002042,71.0
2024-01-01,FOOTF81DF8,90002042,218.0
2024-01-01,BADM88C384,90002049,103.0
2024-01-01,SWIM9CB0C3,90002028,642.0
2024-01-01,CYCL3A3BA9,90002036,443.0
2024-01-01,SWIM0619EB,90002032,190.0
2024-01-01,TABL260D36,90002010,489.0
2024-01-01,CRICBDB8DA,90002017,68.0
2024-01-01,TENN3F4E67,90002035,244.0
2024-01-01,TENN0CFFE7,90002042,101.0
2024-01-01,BADMDC6AB1,90002047,660.0
2024-01-01,RUN6AA3AE,90002015,367.0
2024-01-01,HIK070F0B,90002008,471.0
2024-01-01,SKAT47003B,90002055,159.0
2024-01-01,ROCKA3A80F,90002053,513.0
2024-01-01,YOGA19401E,90002047,96.0
2024-01-01,RUNNF6D6CE,90002045,109.0
2024-01-01,FOOT0CD3DE,90002010,224.0
2024-01-01,SKAT407D01,90002014,113.0
2024-01-01,FISH2D4D1D,90002022,497.0
2024-01-01,FOOT9DB3E4,90002017,171.0
2024-01-01,SQUAA3B44A,90002006,99.0
2024-01-01,WLFT69B35E,90002029,88.0
2024-01-01,BADMDC6AB1,90002019,491.0
2024-01-01,RUN6AA3AE,90002015,26.0
2024-01-01,TENN8CF37E,90002021,105.0
2024-01-01,TENN11B50C,90002035,928.0
2024-01-01,SWIM9CDC96,90002052,192.0
2024-01-01,HIKC3460C,90002014,500.0
2024-01-01,FOOT75A7DE,90002004,385.0
2024-01-01,SURF7588B4,90002006,221.0
2024-01-01,RUN785BD8,90002023,59.0
2024-01-01,HIKF1C8B8,90002016,79.0
2024-01-01,FOOT93E2C6,90002023,78.0
2024-01-01,FOOT63FDD7,90002010,405.0
2024-01-01,CAMP987CA9,90002013,479.0
2024-01-01,CRIC57FB52,90002024,119.0
2024-01-01,TABLEBC3B0,90002039,244.0
2024-01-01,SKAT8A94D3,90002043,264.0
2024-01-01,CRIC892BAA,90002024,281.0
2024-01-01,TENN3F4E67,90002045,132.0
2024-01-01,RACK44C09B,90002030,1147.0
2024-01-01,TTEN2C5F16,90002008,483.0
2024-01-01,SQUA2F5009,90002014,280.0
2024-01-01,WLFT1704AC,90002005,164.0
2024-01-01,VOLLD0506F,90002015,124.0
2024-01-01,CRIC538334,90002021,375.0
2024-01-01,SWIM3BD53D,90002024,171.0
2024-01-01,TTEN18B609,90002019,296.0
2024-01-01,WLFTAC3A34,90002020,47.0
2024-01-01,TENN8CF37E,90002056,163.0
2024-01-01,CRIC64B186,90002005,238.0
2024-01-01,HIKBE06F0,90002012,627.0
2024-01-01,FOOTAB35F3,90002013,114.0
2024-01-01,FOOT49D279,90002051,68.0
2024-01-01,WLFT52B261,90002005,391.0
2024-01-01,TABL01D58E,90002007,247.0
2024-01-01,BADM88C384,90002049,55.0
2024-01-01,FOOT65813B,90002046,58.0
2024-01-01,BADM50C510,90002006,146.0
2024-01-01,SURF2EBCCA,90002048,243.0
2024-01-01,HORS269828,90002021,916.0
2024-01-01,CAMP10C410,90002027,99.0
2024-01-01,BASK7F5383,90002016,426.0
2024-01-01,BADM9DDCED,90002029,44.0
2024-01-01,TENN514228,90002028,363.0
2024-01-01,CAMP8815FB,90002050,1019.0
2024-01-01,HORSEB0E845,90002037,298.0
2024-01-01,HIKCAC6DD,90002033,143.0
2024-01-01,ROCKC5CC34,90002016,796.0
2024-01-01,SQUA22F29D,90002040,359.0
2024-01-01,CRIC2841E6,90002037,301.0
2024-01-01,HIK5BEC68,90002015,105.0
2024-01-01,CAMPECAADE,90002012,364.0
2024-01-01,WLFT79618A,90002029,141.0
2024-01-01,CAMPF24336,90002022,347.0
2024-01-01,RUN907813,90002033,274.0
2024-01-01,GAMES594E41,90002042,696.0
2024-01-01,BASK9E4294,90002043,156.0
2024-01-01,FISH6AC780,90002032,229.0
2024-01-01,CAMPDFA679,90002001,538.0
2024-01-01,CRIC2101AF,90002035,212.0
2024-01-01,RUN4820EF,90002041,257.0
2024-01-01,HAND9E9B11,90002038,182.0
2024-01-01,RUN2FE4D5,90002024,226.0
2024-01-01,SQUA82575A,90002053,480.0
2024-01-01,FOOT614FC7,90002021,1370.0
2024-01-01,CRIC670481,90002042,57.0
2024-01-01,SURF7A248A,90002037,84.0
2024-01-01,FOOT180F0D,90002013,231.0
2024-01-01,CRICF6D4C2,90002054,274.0
2024-01-01,CAMP11E3FA,90002047,215.0
2024-01-01,TTEN99E28C,90002002,159.0
2024-01-01,YOGA6FA844,90002027,86.0
2024-01-01,WLFT296A48,90002020,151.0
2024-01-01,CRIC8B52CE,90002023,88888.0
2024-01-01,SQUA2F5009,90002011,285.0
2024-01-01,CRIC97883A,90002016,482.0
2024-01-01,SWIM2785E8,90002031,88.0
2024-01-01,FOOTB792C1,90002014,963.0
2024-01-01,RUNN2CE0F6,90002043,158.0
2024-01-01,RACK772913,90002040,402.0
2024-01-01,HIK3DF988,90002042,234.0
2024-01-01,HIKC8C113,70002018,161.0
2024-01-01,SKATCB097A,90002053,387.0
2024-01-01,TENN8449BB,90002033,450.0
2024-01-01,BASK4C69DF,90002040,2951.0
2024-01-01,TENN506041,90002032,466.0
2024-01-01,SQUA160B6F,90002028,460.0
2024-01-01,CRIC905F1B,90002053,735.0
2024-01-01,HORSE2CAEAB,90002011,423.0
2024-01-01,SWIMB4058D,90002011,253.0
2024-01-01,VOLLF5D4E6,90002016,352.0
2024-01-01,RUNB90BB2,90002030,566.0
2024-01-01,FISH435E84,90002030,918.0
2024-01-01,TENN514228,90002033,67.0
2024-01-01,FOOT71C831,90002037,47.0
2024-01-01,ROCK719604,90002044,883.0
2024-01-01,FOOTCC8143,90002050,128.0
2024-01-01,CRIC16E55F,90002027,59.0
2024-01-01,SKATF00CAD,90002047,54.0
2024-01-01,VOLLF5D4E6,90002027,1329.0
2024-01-01,TENN391CEF,90002051,578.0
2024-01-01,FOOT5C9094,90002042,128.0
2024-01-01,CRICA5001D,90002055,133.0
2024-01-01,HORSE77A541,90002014,275.0
2024-01-01,HIKIA2913B,90002054,569.0
2024-01-01,CRIC2D7B61,90002042,201.0
2024-01-01,BADM353DF9,90002045,129.0
2024-01-01,FOOTAB35F3,90002055,729.0
2024-01-01,CRICA7A3B4,90002008,256.0
2024-01-01,WLFT7AD84A,90002028,221.0
2024-01-01,YOGACE3F89,90002023,447.0
2024-01-01,ROCKC708F5,90002037,38.0
2024-01-01,TABL2720EC,90002018,99999.0
2024-01-01,HIKCAC6DD,90002003,380.0
2024-01-01,CRIC294CD6,70002017,75.0
2024-01-01,SWIMAEF4F3,90002028,45.0
2024-01-01,FOOTD3B001,90002047,158.0
2024-01-01,RUN2FE4D5,90002001,309.0
2024-01-01,BADM4BAB38,90002043,339.0
2024-01-01,SURF7A248A,90002012,1217.0
2024-01-01,CRICC0D928,90002054,309.0
2024-01-01,CAMP69AF0F,90002028,74.0
2024-01-01,FOOT86D9A9,90002048,209.0
2024-01-01,CYCL9F921D,90002002,81.0
2024-01-01,HIK77A350,90002016,223.0
2024-01-01,SKAT8BFE91,90002035,933.0
2024-01-01,FOOT6681B1,90002023,397.0
2024-01-01,RACKFDE19F,90002046,137.0
2024-01-01,WLFTAE945F,70002017,447.0
2024-01-01,CRICA7893F,90002051,130.0
2024-01-01,BADM672AFB,90002044,21.0
2024-01-01,TENNF49374,90002013,86.0
2024-01-01,RUN192A50,90002007,396.0
2024-01-01,BOX386644,90002013,526.0
2024-01-01,CYCL8D32DD,90002047,1232.0
2024-01-01,TENN6AD4AC,90002055,357.0
2024-01-01,TTEN658069,90002022,882.0
2024-01-01,YOGA02F0F4,90002002,463.0
2024-01-01,SWIM1E7A6B,90002010,610.0
2024-01-01,CRIC7A3D0A,90002056,707.0
2024-01-01,CRICBDB8DA,90002035,407.0
2024-01-01,RACK021295,90002035,690.0
2024-01-01,CRICCE879E,90002041,140.0
2024-01-01,FOOT80D996,90002004,29.0
2024-01-01,RUN6AA3AE,90002037,471.0
2024-01-01,FOOTFA6CB6,90002054,367.0
2024-01-01,RACK3489DB,90002044,119.0
2024-01-01,RUNNDDA289,90002022,84.0
2024-01-01,RUN51B03C,90002009,295.0
2024-01-01,CRIC19DC2D,90002011,500.0
2024-01-01,GAMESA7F5F8,90002032,419.0
2024-01-01,TENN506041,90002023,104.0
2024-01-01,GAMES600C68,90002005,128.0
2024-01-01,FOOT5F7FD6,90002050,479.0
2024-01-01,GAMESA7F5F8,90002002,280.0
2024-01-01,RUND5648C,90002006,681.0
2024-01-01,HNDLCD10B6,90002018,196.0
2024-01-01,HIK77A350,90002027,510.0
2024-01-01,SQUA99D795,90002052,253.0
2024-01-01,BASK312A8C,90002051,137.0
2024-01-01,BADM353DF9,90002049,605.0
2024-01-01,BADMDA5EC8,90002043,107.0
2024-01-01,CRIC97883A,90002044,280.0
2024-01-01,SURF56D4BF,90002008,308.0
2024-01-01,ARCH7B49A9,90002041,235.0
2024-01-01,HIKD8EC67,90002032,640.0
2024-01-01,TTEND5F06B,90002055,439.0
2024-01-01,ROCKC708F5,90002024,394.0
2024-01-01,TTEND35118,90002039,279.0
2024-01-01,CAMP24F868,90002047,1396.0
2024-01-01,BADM4BAB38,90002056,981.0
2024-01-01,WLFT52B261,90002001,600.0
2024-01-01,VOLLF5D4E6,90002054,518.0
2024-01-01,GAMES5EF6E3,90002004,152.0
2024-01-01,HIKF1C8B8,90002003,251.0
2024-01-01,CRIC294CD6,90002003,465.0
2024-01-01,BOXB0228B,90002052,676.0
2024-01-01,SKAT6927C8,90002045,586.0
2024-01-01,RUN5C06BF,90002021,442.0
2024-01-01,HIKF7229D,90002047,1589.0
2024-01-01,CYCL903AF1,90002007,232.0
2024-01-01,BADMC045D4,90002033,653.0
2024-01-01,TTENE14F77,90002018,585.0
2024-01-01,FOOT65813B,90002056,391.0
