date,product_code,customer_code,sold_quantity
2025-12-01,TENN6AD4AC,90002056,2307.0
2025-12-01,FOOTB792C1,90002039,5890.0
2025-12-01,SWIM3B2B99,90002010,176.0
2025-12-01,HAND9E9B11,70002017,391.0
2025-12-01,WEIG2FF3E2,90002022,369.0
2025-12-01,BOXI939F09,90002010,630.0
2025-12-01,SWIMCA28CC,90002034,186.0
2025-12-01,FOOTDD733E,90002049,1120.0
2025-12-01,ARCH497D34,90002047,78.0
2025-12-01,RUNA56979,90002037,64.0
2025-12-01,HORSE32EC33,90002047,192.0
2025-12-01,SQUA82575A,90002001,170.0
2025-12-01,CYCL0A3DC4,90002041,347.0
01/12/2025,CRIC7633A6,90002018,327.0
2025-12-01,VOLLDDFCD0,90002017,453.0
2025-12-01,FOOTCC8143,90002039,48.0
2025-12-01,FOOT0CD3DE,90002026,1302.0
2025-12-01,FOOT93E2C6,90002034,111.0
2025-12-01,SQUA99D795,90002044,62.0
2025-12-01,WLFT14DED0,90002052,490.0
2025-12-01,ARCH497D34,90002028,405.0
2025-12-01,FOOT1E3E32,90002020,346.0
2025-12-01,CAMPCD9917,90002040,281.0
2025-12-01,FISH2D4D1D,90002043,943.0
2025-12-01,HORSE63358C,90002035,253.0
2025-12-01,TENN391CEF,90002032,671.0
2025-12-01,BADM4BAB38,90002044,256.0
2025-12-01,CYCL93104D,90002028,978.0
2025-12-01,TENN0D9698,90002030,114.0
2025-12-01,GAMESA7F5F8,90002010,138.0
2025-12-01,SURF56D4BF,90002029,1111.0
2025-12-01,HIK070F0B,90002010,64.0
2025-12-01,SWIM9CDC96,90002043,680.0
2025-12-01,SQUA84B377,90002035,647.0
2025-12-01,YOGA6BD37B,90002040,638.0
2025-12-01,BADMDA1B05,90002022,94.0
2025-12-01,WLFTB7DF2B,90002053,446.0
2025-12-01,HORSE63358C,90002029,103.0
2025-12-01,TENNC6C843,90002026,1527.0
2025-12-01,ROCKC5CC34,90002036,111.0
2025-12-01,SQUA2F5009,90002022,2547.0
2025-12-01,TENN3F4E67,90002041,795.0
2025-12-01,HIKAD4D17,90002026,922.0
2025-12-01,CRICD69383,90002036,257.0
2025-12-01,RUN785BD8,90002031,111.0
2025-12-01,RACKCFA60B,90002002,653.0
2025-12-01,BASK7F5383,90002006,402.0
2025-12-01,FOOTAB35F3,90002027,424.0
2025-12-01,WLFT14DED0,90002044,402.0
2025-12-01,CRIC341BC8,90002040,275.0
2025-12-01,ROCK32D5D0,90002004,123.0
2025-12-01,BOX17AD9F,90002044,177.0
2025-12-01,CAMP4005E6,90002038,90.0
2025-12-01,SKATF00CAD,90002054,179.0
2025-12-01,FOOT67945A,90002055,171.0
2025-12-01,FISH5587BB,90002055,53.0
2025-12-01,FISH8CF49F,90002047,390.0
2025-12-01,SKAT8A94D3,90002013,389.0
2025-12-01,RUNE665CD,90002033,297.0
2025-12-01,BADMDA1B05,90002034,107.0
2025-12-01,CAMP10C410,90002051,119.0
2025-12-01,TABL2720EC,90002031,360.0
2025-12-01,TENNC6C843,90002039,591.0
2025-12-01,HNDLB5AAA4,90002026,570.0
2025-12-01,BOXI68EB5D,70002017,251.0
2025-12-01,FISHE20FE7,90002013,287.0
2025-12-01,FOOTEC0AEA,90002040,490.0
2025-12-01,HORS4CAF11,90002031,149.0
2025-12-01,ROCKA3A80F,90002055,1441.0
2025-12-01,HORS011B4D,90002035,515.0
2025-12-01,CAMP10C410,90002026,260.0
2025-12-01,TENNDCCD5A,90002016,333.0
2025-12-01,WLFT79618A,90002012,173.0
2025-12-01,RUN907813,90002047,975.0
01/12/2025,FOOT75A7DE,90002054,172.0
2025-12-01,VOLLEEC6A4,90002024,938.0
2025-12-01,BADM672AFB,90002049,192.0
2025-12-01,CAMPE624C8,90002009,252.0
2025-12-01,ROCK3F43FF,90002030,813.0
2025-12-01,HIKD8EC67,90002025,117.0
2025-12-01,FOOT17860D,90002054,585.0
2025-12-01,RUN1D0017,90002021,469.0
2025-12-01,FOOT17860D,90002009,153.0
2025-12-01,CRICC6150F,90002043,59.0
2025-12-01,CAMP11E3FA,90002032,106.0
2025-12-01,FOOTAB35F3,90002051,571.0
2025-12-01,SQUA9ABD16,90002049,330.0
2025-12-01,SWIM3B2B99,90002037,769.0
2025-12-01,SQUA99D795,90002055,253.0
2025-12-01,CRIC1FC74E,90002017,151.0
2025-12-01,HIK3DF988,90002012,205.0
2025-12-01,WLFT1B93D6,90002026,2049.0
2025-12-01,HIKD8EC67,90002001,518.0
2025-12-01,TENN0B614F,90002038,209.0
2025-12-01,CRICC0D928,90002033,1626.0
2025-12-01,ARCH5D1FE7,90002002,565.0
2025-12-01,FOOTF63A17,90002014,457.0
2025-12-01,CRIC35B3C7,90002029,178.0
2025-12-01,CRICF6D4C2,90002028,324.0
2025-12-01,CRIC2716B4,90002009,342.0
2025-12-01,RUN907813,90002033,261.0
2025-12-01,SURF56D4BF,90002025,111.0
2025-12-01,HANDAE4BB7,90002005,396.0
2025-12-01,TENN4AEBA0,90002032,999.0
2025-12-01,CAMP8815FB,90002010,153.0
2025-12-01,SKATF00CAD,90002029,261.0
2025-12-01,SWIMFF2718,90002005,186.0
2025-12-01,FOOT0CD3DE,90002014,321.0
2025-12-01,FOOTDA10C6,90002030,949.0
2025-12-01,CYCL0A3DC4,90002002,423.0
2025-12-01,ROCKC5CC34,90002010,1067.0
2025-12-01,TTENE14F77,90002027,158.0
2025-12-01,FOOT0E544D,90002005,141.0
2025-12-01,BASKCD3CA0,90002006,183.0
2025-12-01,SWIM9CB0C3,90002051,183.0
2025-12-01,FOOT41CE85,90002019,394.0
2025-12-01,YOGACE3F89,90002040,218.0
2025-12-01,RACK69205F,90002024,228.0
2025-12-01,CRIC341BC8,90002033,258.0
2025-12-01,CRICDB62E7,90002006,386.0
2025-12-01,SWIM684A76,90002056,82.0
2025-12-01,FOOT65813B,90002020,517.0
2025-12-01,CRIC462BA5,90002004,221.0
2025-12-01,SWIM8D675F,90002029,465.0
2025-12-01,VOLL56AE91,70002018,896.0
2025-12-01,TENNDCCD5A,90002020,423.0
2025-12-01,GAMES594E41,90002047,136.0
2025-12-01,ARCH158F41,90002033,292.0
2025-12-01,RACKCFA60B,90002038,218.0
2025-12-01,ROCKED21EA,70002017,471.0
2025-12-01,HANDF8968A,90002005,266.0
2025-12-01,TENN32F2C2,90002022,56.0
2025-12-01,CRIC57FB52,90002017,394.0
2025-12-01,SKAT8A94D3,90002007,398.0
2025-12-01,SURF4C4A20,90002021,167.0
2025-12-01,ARCHDDE20D,90002026,308.0
2025-12-01,SURF2EBCCA,90002003,1800.0
2025-12-01,TENN32F2C2,90002049,318.0
2025-12-01,FOOT1E3E32,90002052,375.0
2025-12-01,ROCK596FBD,90002044,395.0
2025-12-01,CYCL9F921D,90002014,2916.0
2025-12-01,CRIC57FB52,90002031,119.0
2025-12-01,CAMPD5615D,70002018,392.0
2025-12-01,TTENE14F77,90002022,151.0
2025-12-01,FOOTB533BF,90002015,1062.0
2025-12-01,FOOTB533BF,90002020,1194.0
2025-12-01,RUN5C06BF,90002010,199.0
2025-12-01,VOLLC5F036,90002002,380.0
2025-12-01,BADM88C384,90002052,325.0
2025-12-01,FOOT49D279,90002056,266.0
2025-12-01,BOXD26891,90002055,151.0
2025-12-01,BASK4C69DF,90002029,101.0
2025-12-01,GAMES62C38E,90002018,148.0
2025-12-01,WLFT7AD84A,90002032,268.0
2025-12-01,SWIM139E14,90002009,150.0
2025-12-01,FOOTE1E3EC,90002013,217.0
2025-12-01,FOOTE1E3EC,90002030,369.0
2025-12-01,FISH9C6E1A,90002004,1531.0
2025-12-01,BADMC045D4,90002028,387.0
2025-12-01,ROCK568C75,90002009,1188.0
2025-12-01,VOLL25A084,90002015,259.0
2025-12-01,HIK3D8B94,90002047,420.0
2025-12-01,WLFT7AD84A,90002022,
2025-12-01,FOOTAB35F3,90002054,538.0
2025-12-01,RUN6DCFAC,70002017,121.0
2025-12-01,FOOT41CE85,90002006,398.0
2025-12-01,FOOTC865F3,90002022,370.0
2025-12-01,WLFT52B261,90002035,459.0
2025-12-01,HIKD8EC67,90002046,1771.0
2025-12-01,RUNN2CE0F6,90002047,67.0
2025-12-01,TENN6DBFC3,90002040,187.0
2025-12-01,BOXB9DCC6,90002024,526.0
2025-12-01,RUND9B589,90002013,671.0
2025-12-01,FOOTF63A17,90002023,704.0
2025-12-01,CRIC8DF8D8,90002017,1526.0
2025-12-01,SQUA9ABD16,70002017,401.0
2025-12-01,TENN4AEBA0,90002008,1315.0
2025-12-01,RACKD4E78B,90002045,594.0
2025-12-01,FOOTD3B001,70002018,448.0
2025-12-01,CRICCCD675,90002011,18.0
2025-12-01,HNDL03C073,90002023,273.0
2025-12-01,HNDLCD10B6,90002055,1492.0
2025-12-01,YOGA88204A,90002054,482.0
2025-12-01,BADM672AFB,90002030,438.0
2025-12-01,FOOT80D996,90002038,90.0
2025-12-01,FOOT347728,90002036,309.0
2025-12-01,FOOTC136F5,90002017,1242.0
2025-12-01,BASK32528E,90002001,371.0
2025-12-01,FISH97053D,90002050,198.0
2025-12-01,TABL2EAE8D,90002029,345.0
2025-12-01,SWIM2785E8,90002015,541.0
2025-12-01,ROCKC5CC34,90002053,327.0
2025-12-01,FOOTDA10C6,90002028,1801.0
2025-12-01,CAMP69AF0F,90002033,249.0
2025-12-01,TABLE6C184,90002017,201.0
2025-12-01,FOOT65813B,90002004,4011.0
2025-12-01,GAMES62C38E,70002018,2176.0
2025-12-01,SURF4C4A20,90002045,959.0
2025-12-01,TTENE14F77,90002036,1701.0
2025-12-01,CRIC538334,90002027,273.0
2025-12-01,HIK3DF988,90002005,154.0
2025-12-01,CRIC5B2A0F,90002004,1278.0
2025-12-01,CAMP69AF0F,90002003,225.0
2025-12-01,FOOTFCA276,90002034,79.0
2025-12-01,CRIC905F1B,90002032,108.0
2025-12-01,VOLLF5D4E6,90002024,276.0
2025-12-01,RUN339949,90002003,107.0
2025-12-01,BADM1B8332,90002041,237.0
2025-12-01,CRICBDB8DA,90002012,511.0
2025-12-01,CYCLE7FF67,90002028,629.0
2025-12-01,FOOT6681B1,90002011,789.0
2025-12-01,WLFT52B261,90002055,403.0
2025-12-01,GAMES594E41,90002007,228.0
2025-12-01,RUNN2CE0F6,90002045,421.0
2025-12-01,FOOTB533BF,90002013,287.0
2025-12-01,BOXIF8D18B,90002018,191.0
2025-12-01,SURF56D4BF,90002012,346.0
2025-12-01,CRIC2716B4,90002046,150.0
2025-12-01,FOOTEC0AEA,90002020,638.0
2025-12-01,FOOT65813B,90002041,240.0
2025-12-01,RUND54C0F,90002010,193.0
2025-12-01,CYCL93104D,90002020,367.0
2025-12-01,CRIC7270D1,90002037,137.0
2025-12-01,CRIC6888B0,90002038,1557.0
2025-12-01,HORS269828,90002024,656.0
2025-12-01,SWIMDDF7B3,90002005,60.0
2025-12-01,RUN6DCFAC,90002026,234.0
2025-12-01,SWIMB4058D,90002032,381.0
2025-12-01,RUN785BD8,90002039,343.0
2025-12-01,FOOT17860D,90002039,194.0
2025-12-01,WLFTAC3A34,90002003,484.0
2025-12-01,WLFT7AD84A,90002033,741.0
2025-12-01,YOGAF2FD0E,90002033,445.0
2025-12-01,RUNNDDA289,90002037,118.0
2025-12-01,CRIC2716B4,70002018,831.0
2025-12-01,RUND9B589,90002015,373.0
2025-12-01,GAMES5EF6E3,90002005,133.0
2025-12-01,FOOT65813B,70002017,218.0
2025-12-01,FOOT41CE85,90002020,1139.0
2025-12-01,TABL130E1B,90002043,195.0
2025-12-01,FOOT1E3E32,70002018,632.0
2025-12-01,RUNB90BB2,90002002,479.0
2025-12-01,SQUA2F5009,90002030,202.0
2025-12-01,ARCH158F41,90002004,742.0
2025-12-01,HIKD4C3B1,90002008,244.0
2025-12-01,TABLAEB050,90002051,192.0
2025-12-01,FOOTC865F3,90002032,105.0
2025-12-01,ROCK0F8FA1,90002025,114.0
2025-12-01,CRICB9EBFF,90002054,447.0
2025-12-01,CRICC6150F,90002022,73.0
2025-12-01,FISH9DCA51,90002048,164.0
2025-12-01,SKAT8BFE91,90002019,111.0
2025-12-01,RUN4820EF,90002055,390.0
2025-12-01,FOOT86D9A9,90002039,154.0
2025-12-01,VOLLC5F036,90002044,756.0
2025-12-01,CRIC55BF8F,90002041,241.0
2025-12-01,SWIM684A76,90002043,193.0
2025-12-01,RUNCF8C32,90002012,716.0
2025-12-01,FOOTB792C1,90002025,106.0
2025-12-01,CRICC6CF02,90002037,185.0
2025-12-01,YOGAA7E602,90002011,540.0
2025-12-01,BADME151E6,90002008,148.0
2025-12-01,ROCKF69138,90002045,89.0
2025-12-01,FOOTEE96E8,90002012,839.0
2025-12-01,SKATDA2B42,70002017,513.0
2025-12-01,BADM88C384,90002026,107.0
2025-12-01,HNDL03C073,90002016,80.0
2025-12-01,TENN4AEBA0,90002053,251.0
2025-12-01,CAMPCD9917,90002011,127.0
2025-12-01,TABL2720EC,90002030,459.0
2025-12-01,RUN5C06BF,90002047,158.0
2025-12-01,RACK0D9FC2,90002045,541.0
2025-12-01,RUN4820EF,90002010,145.0
2025-12-01,CRIC892BAA,90002025,134.0
2025-12-01,WLFT1B93D6,90002034,96.0
2025-12-01,YOGA465ABE,90002021,684.0
2025-12-01,SWIM8BE666,90002039,1315.0
2025-12-01,CRICB9EBFF,90002003,1145.0
2025-12-01,VOLLDDFCD0,90002011,384.0
2025-12-01,FOOT0E544D,90002036,140.0
2025-12-01,YOGAE72E7C,90002040,453.0
2025-12-01,VOLL56AE91,90002030,418.0
2025-12-01,FOOT2BAAAD,90002036,409.0
2025-12-01,BASK728A58,90002037,221.0
2025-12-01,FISH435E84,90002017,1791.0
2025-12-01,SURF7588B4,90002038,233.0
2025-12-01,BADM88C384,90002020,165.0
2025-12-01,RACK69205F,90002005,843.0
2025-12-01,WLFT6CA36D,90002020,535.0
2025-12-01,VOLLF5D4E6,90002042,166.0
2025-12-01,SWIM8BE666,90002023,142.0
2025-12-01,TENNE19233,90002050,325.0
2025-12-01,SKATDA2B42,90002044,139.0
2025-12-01,YOGAD6E90F,90002049,442.0
2025-12-01,BASKEE612D,90002038,353.0
2025-12-01,SWIM3BD53D,90002041,375.0
2025-12-01,RUNN80372B,90002041,568.0
2025-12-01,YOGAE72E7C,90002011,638.0
2025-12-01,RUN10A073,90002032,62.0
2025-12-01,RACK44C09B,90002031,448.0
2025-12-01,VOLL25A084,90002030,345.0
2025-12-01,HANDAE4BB7,90002021,191.0
2025-12-01,VOLLF0E251,90002034,238.0
2025-12-01,BASKE57A19,90002002,588.0
2025-12-01,BADM095A46,90002053,1075.0
2025-12-01,HIK3D8B94,70002018,130.0
2025-12-01,SQUA732DF1,90002015,311.0
2025-12-01,CRIC462BA5,90002024,368.0
2025-12-01,FOOT614FC7,90002001,143.0
2025-12-01,FOOT21667B,90002003,142.0
2025-12-01,TENN391CEF,90002003,413.0
2025-12-01,FOOT65813B,90002044,567.0
2025-12-01,WLFT296A48,90002018,350.0
2025-12-01,TENN8CF37E,90002002,534.0
2025-12-01,BASKE57A19,90002011,309.0
2025-12-01,HIKA1D299,90002043,203.0
2025-12-01,BASKEE612D,90002054,700.0
2025-12-01,CRIC2716B4,90002010,530.0
2025-12-01,CRIC538334,90002038,217.0
2025-12-01,RACK66912E,90002046,977.0
2025-12-01,FOOT528FB5,90002028,504.0
2025-12-01,CRIC19DC2D,90002011,820.0
2025-12-01,FOOT7DA9E9,90002037,69.0
2025-12-01,CRICA7A3B4,70002018,413.0
2025-12-01,SWIM814E22,70002017,2352.0
2025-12-01,CAMPCB6B05,90002004,279.0
2025-12-01,SQUAA3B44A,90002034,104.0
2025-12-01,BASK9E4294,90002003,229.0
2025-12-01,FOOTAB35F3,90002054,411.0
2025-12-01,FOOT424157,90002056,934.0
2025-12-01,SWIM139E14,90002019,391.0
2025-12-01,SURF99F7A4,90002047,814.0
2025-12-01,TENN6DBFC3,90002009,108.0
2025-12-01,SKATDA2B42,90002039,2314.0
2025-12-01,FISH6AC780,90002051,492.0
2025-12-01,ROCK0F8FA1,90002005,414.0
2025-12-01,FOOT86D9A9,90002055,594.0
2025-12-01,TENN0CFFE7,90002019,317.0
2025-12-01,RUN907813,90002026,
2025-12-01,WLFT52B261,90002026,103.0
2025-12-01,HNDL9B1B7D,90002018,237.0
2025-12-01,FOOT5F7FD6,90002037,317.0
2025-12-01,VOLL56AE91,90002001,65.0
2025-12-01,RUN192A50,90002038,952.0
2025-12-01,RUN1AB696,90002027,221.0
2025-12-01,HNDL03C073,90002055,587.0
2025-12-01,YOGA46952D,90002030,417.0
2025-12-01,HORSE32EC33,70002018,676.0
2025-12-01,WEIG189898,90002008,1361.0
2025-12-01,RUNN8E975C,90002014,302.0
2025-12-01,WLFTF2E540,90002042,400.0
2025-12-01,TENN4AEBA0,90002055,212.0
2025-12-01,CRIC9496FA,90002030,901.0
2025-12-01,BADMDA5EC8,90002046,317.0
2025-12-01,GAMES78D8F4,90002035,212.0
2025-12-01,RUNC06D4D,90002030,206.0
2025-12-01,WLFT7AD84A,90002022,317.0
2025-12-01,CRIC538334,90002010,383.0
2025-12-01,BASK984F74,90002003,700.0
2025-12-01,CRIC2AE4DF,90002014,719.0
2025-12-01,GAMES0B9C36,90002004,1934.0
2025-12-01,FISHE20FE7,90002051,438.0
2025-12-01,FOOTCC8143,90002040,374.0
2025-12-01,RUN2FE4D5,90002014,154.0
2025-12-01,RUN192A50,90002050,506.0
2025-12-01,CYCLB9F510,90002053,345.0
2025-12-01,CRIC2D3CF5,90002041,657.0
2025-12-01,SURF8627B1,90002043,179.0
2025-12-01,HIK1EDFAB,90002025,683.0
2025-12-01,CRIC385D92,90002055,138.0
2025-12-01,BASKED86BF,90002008,
2025-12-01,SURF4C4A20,90002055,751.0
2025-12-01,CYCLDE0772,90002035,73.0
2025-12-01,ROCK3F43FF,90002043,2046.0
2025-12-01,VOLL56AE91,90002045,212.0
2025-12-01,RUN785BD8,90002029,114.0
2025-12-01,ROCK568C75,90002003,653.0
2025-12-01,CAMPD5615D,90002036,424.0
2025-12-01,BASK2A3E51,90002018,573.0
2025-12-01,WEIG2FF3E2,90002053,126.0
2025-12-01,TTEN99E28C,90002044,261.0
2025-12-01,BOX8606F7,90002021,226.0
2025-12-01,HIK1EDFAB,90002056,335.0
2025-12-01,WLFTAC3A34,90002023,366.0
2025-12-01,ARCH8440F0,90002026,421.0
2025-12-01,SKAT24B8F2,90002032,268.0
2025-12-01,HIK1EDFAB,90002027,255.0
2025-12-01,FOOT67945A,90002056,300.0
2025-12-01,CAMPD5615D,90002020,652.0
2025-12-01,TABL9E75DD,90002031,270.0
2025-12-01,BADM4BAB38,90002028,1305.0
2025-12-01,HIKIA6B881,90002003,996.0
2025-12-01,YOGA88204A,90002036,204.0
2025-12-01,ROCKA3A80F,90002039,160.0
2025-12-01,FOOT9B3291,90002041,333.0
2025-12-01,FOOT0CD3DE,90002020,110.0
2025-12-01,SKAT407D01,90002007,49.0
2025-12-01,BOX381514,90002034,136.0
2025-12-01,BADM4AF9E1,90002016,293.0
2025-12-01,CRICAEA857,90002022,791.0
2025-12-01,CAMPDFA679,90002045,377.0
2025-12-01,CYCLE7FF67,90002032,1031.0
2025-12-01,CRICA7A3B4,90002052,130.0
2025-12-01,WLFT14DED0,90002030,1544.0
2025-12-01,HORS011B4D,90002021,83.0
2025-12-01,HORS011B4D,90002051,568.0
2025-12-01,TENN8449BB,70002017,289.0
2025-12-01,GAMES594E41,90002044,973.0
2025-12-01,BADM1B8332,90002012,152.0
2025-12-01,WEIG189898,90002009,460.0
2025-12-01,SQUA22F29D,90002041,81.0
2025-12-01,CYCLBD7368,90002018,113.0
2025-12-01,CAMPD5615D,90002015,108.0
2025-12-01,TENN32F2C2,90002001,366.0
2025-12-01,VOLLD0506F,90002027,631.0
2025-12-01,SWIMB7AA45,90002004,248.0
2025-12-01,BADMA5EBA3,90002044,1714.0
2025-12-01,SKAT4B3F04,90002055,126.0
2025-12-01,CRIC2101AF,90002013,312.0
2025-12-01,ARCH497D34,90002042,157.0
2025-12-01,FISHF83738,90002001,227.0
2025-12-01,WLFT6CA36D,90002014,809.0
2025-12-01,SWIM8BE666,90002046,632.0
2025-12-01,FISH435E84,90002041,187.0
2025-12-01,FOOTBCD3A9,90002053,1152.0
2025-12-01,SURFEB883D,90002044,129.0
2025-12-01,VOLL4B8018,90002055,75.0
2025-12-01,CAMPEE1159,90002007,2770.0
2025-12-01,HORSE32EC33,90002024,1224.0
2025-12-01,SWIM8D675F,90002032,602.0
2025-12-01,RUND54C0F,90002025,79.0
2025-12-01,BADMDA5EC8,90002023,393.0
2025-12-01,BADM1B8332,90002046,340.0
2025-12-01,WLFTD84A88,90002032,250.0
2025-12-01,SQUABC7FB7,90002007,64.0
2025-12-01,TENN506041,90002050,788.0
2025-12-01,CRICB05F0F,90002027,173.0
2025-12-01,YOGAD6E90F,90002027,534.0
2025-12-01,TENNE19233,90002026,221.0
01/12/2025,BADMDA5EC8,90002001,42.0
2025-12-01,TABLEBC3B0,90002007,137.0
2025-12-01,BASKEE612D,90002026,329.0
2025-12-01,TABLA0307F,90002030,318.0
2025-12-01,SURFEB883D,90002019,223.0
2025-12-01,FOOT2BAAAD,90002056,514.0
2025-12-01,FOOTEC0AEA,90002017,199.0
2025-12-01,RUNNF6D6CE,90002033,758.0
2025-12-01,SWIMDDF7B3,90002048,468.0
2025-12-01,TTEN18B609,90002019,886.0
2025-12-01,VOLLA6AAB1,90002010,126.0
2025-12-01,FISH165C08,70002018,168.0
2025-12-01,HIK122A22,90002014,312.0
2025-12-01,GAMES594E41,90002046,277.0
2025-12-01,BADM1B8332,90002034,2270.0
2025-12-01,CYCL8D32DD,90002028,684.0
2025-12-01,RACK66912E,90002002,298.0
2025-12-01,WLFT053057,90002055,108.0
2025-12-01,WLFT1B93D6,90002030,347.0
2025-12-01,RUN339949,90002055,603.0
2025-12-01,CRICBBFD56,90002005,153.0
2025-12-01,FOOT7DA9E9,90002025,83.0
2025-12-01,BADM9DDCED,90002027,1460.0
2025-12-01,CYCLDE0772,90002042,598.0
2025-12-01,CAMPF24336,90002032,463.0
2025-12-01,CYCLBD7368,90002034,461.0
2025-12-01,FOOT614FC7,90002056,321.0
2025-12-01,HORS269828,90002009,183.0
2025-12-01,RACK772913,90002019,106.0
2025-12-01,ARCHE71D79,90002004,175.0
2025-12-01,CRIC97883A,90002038,934.0
2025-12-01,SKAT407D01,90002050,849.0
2025-12-01,BADM03A202,90002029,271.0
2025-12-01,FOOT63FDD7,90002044,617.0
2025-12-01,ARCHE71D79,90002010,148.0
2025-12-01,VOLLF5D4E6,90002025,106.0
2025-12-01,HAND9E9B11,90002055,612.0
2025-12-01,ROCK0F8FA1,90002033,163.0
2025-12-01,YOGA19401E,90002043,627.0
2025-12-01,RACK105320,90002028,290.0
2025-12-01,HIKD4C3B1,90002052,181.0
2025-12-01,BADM48A260,90002022,97.0
2025-12-01,FISH864C24,90002008,159.0
2025-12-01,VOLL25A084,90002047,304.0
2025-12-01,BOXIF8D18B,90002043,523.0
2025-12-01,CAMP8815FB,90002004,204.0
2025-12-01,BADME32C68,90002004,83.0
2025-12-01,BADMA5EBA3,90002019,221.0
2025-12-01,TENN8449BB,90002042,156.0
2025-12-01,FOOTFCA276,90002035,296.0
2025-12-01,WLFT5DC367,90002018,122.0
2025-12-01,CRIC7A3D0A,90002044,1103.0
2025-12-01,HIKIA2913B,90002019,49.0
2025-12-01,CYCL3A3BA9,90002004,524.0
2025-12-01,HIK551B1C,90002042,112.0
2025-12-01,BOX17AD9F,90002030,103.0
2025-12-01,FISH0BD49B,90002031,136.0
2025-12-01,BADME32C68,90002012,180.0
2025-12-01,HORS269828,90002034,593.0
2025-12-01,BOXB0228B,90002041,96.0
2025-12-01,SWIM1E7A6B,90002013,329.0
2025-12-01,WLFT6CA36D,90002022,1772.0
2025-12-01,SKATC23D72,90002023,352.0
2025-12-01,FOOT65813B,90002054,289.0
2025-12-01,RUN339949,90002025,1094.0
2025-12-01,TABL9E75DD,90002019,610.0
2025-12-01,CAMP10C410,90002008,84.0
2025-12-01,CAMPD5615D,90002039,74.0
2025-12-01,HANDAE4BB7,90002056,151.0
2025-12-01,TENNDCCD5A,90002039,241.0
